categoria_completa,categoria,nivel_1,nivel_2,nivel_3,nivel_4,categoria_real,quantidade,link
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Adesivos e de Corte > Bases de Corte / Bases Corte","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Adesivos e de Corte > Bases de Corte","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Adesivos e de Corte > Bases de Corte,Bases Corte,7,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/adesivos-corte/bases-corte/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB271570%26applied_value_name%3DBases+de+Corte%26applied_value_order%3D1%26applied_value_results%3D12%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Adesivos e de Corte > Cortadores de Papel > Elétricas / Eletricas","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Adesivos e de Corte > Cortadores de Papel > Elétricas","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Adesivos e de Corte > Cortadores de Papel > Elétricas,Eletricas,1,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/adesivos-corte/guilhotinas-papel/eletricas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB430210%26applied_value_name%3DEl%C3%A9tricas%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Adesivos e de Corte > Tesouras / Tesouras","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Adesivos e de Corte > Tesouras","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Adesivos e de Corte > Tesouras,Tesouras,9,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/adesivos-corte/tesouras/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB105459%26applied_value_name%3DTesouras%26applied_value_order%3D7%26applied_value_results%3D7%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Tachinhas / Tachinhas","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Tachinhas","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Tachinhas,Tachinhas,9,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/tachinhas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB458013%26applied_value_name%3DTachinhas%26applied_value_order%3D14%26applied_value_results%3D20%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Encadernação > Espirais para Encadernação / Espirais Encadernacao","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Encadernação > Espirais para Encadernação","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Encadernação > Espirais para Encadernação,Espirais Encadernacao,4,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/encadernacao/espirais-encadernacao/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB270401%26applied_value_name%3DEspirais+para+Encaderna%C3%A7%C3%A3o%26applied_value_order%3D2%26applied_value_results%3D4%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Encadernação > Encadernadoras / Encadernadoras","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Encadernação > Encadernadoras","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Encadernação > Encadernadoras,Encadernadoras,1,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/encadernacao/encadernadoras/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB49074%26applied_value_name%3DEncadernadoras%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Calculadoras e Agendas > Calculadoras / Calculadoras","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Calculadoras e Agendas > Calculadoras","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Calculadoras e Agendas > Calculadoras,Calculadoras,6,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/calculadoras-agendas/calculadoras/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB99957%26applied_value_name%3DCalculadoras%26applied_value_order%3D2%26applied_value_results%3D5%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Comercial e Organização / Calculadoras e Agendas > Agendas Eletrônicas / Agendas Eletronicas","Arte, Papelaria e Armarinho > Materiais Escolares > Comercial e Organização > Calculadoras e Agendas > Agendas Eletrônicas","Arte, Papelaria e Armarinho",Materiais Escolares,Comercial e Organização,Calculadoras e Agendas > Agendas Eletrônicas,Agendas Eletronicas,5,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/comercial-organizacao/calculadoras-agendas/agendas-eletronicas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB1059%26applied_value_name%3DAgendas+Eletr%C3%B4nicas%26applied_value_order%3D1%26applied_value_results%3D5%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Pintura Artística / Tintas Acrílicas / Tintas Acrilicas","Arte, Papelaria e Armarinho > Materiais Escolares > Pintura Artística > Tintas Acrílicas","Arte, Papelaria e Armarinho",Materiais Escolares,Pintura Artística,Tintas Acrílicas,Tintas Acrilicas,10,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/pintura-artistica/tintas-acrilicas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB244977%26applied_value_name%3DTintas+Acr%C3%ADlicas%26applied_value_order%3D10%26applied_value_results%3D10%26is_custom%3Dfalse
"Arte, Papelaria e Armarinho / Materiais Escolares / Pintura Artística / Pigmentos / Pigmentos","Arte, Papelaria e Armarinho > Materiais Escolares > Pintura Artística > Pigmentos","Arte, Papelaria e Armarinho",Materiais Escolares,Pintura Artística,Pigmentos,Pigmentos,3,https://lista.mercadolivre.com.br/arte-papelaria-armarinho/materiais-escolares/pintura-artistica/pigmentos/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB441112%26applied_value_name%3DPigmentos%26applied_value_order%3D7%26applied_value_results%3D3%26is_custom%3Dfalse
Pinceis Tinta,,,,,,Pinceis Tinta,4,https://lista.mercadolivre.com.br/construcao/loja-tintas/acessorios-tintas/pinceis-tinta/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB278233%26applied_value_name%3DPinc%C3%A9is+para+Tinta%26applied_value_order%3D4%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Loja das Tintas / Tintas / Proteção de Superfícies / Protecao Superficies,Construção > Loja das Tintas > Tintas > Proteção de Superfícies,Construção,Loja das Tintas,Tintas,Proteção de Superfícies,Protecao Superficies,1,https://lista.mercadolivre.com.br/construcao/loja-tintas/tintas/protecao-superficies/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB277663%26applied_value_name%3DProte%C3%A7%C3%A3o+de+Superf%C3%ADcies%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Construção / Loja das Tintas / Tintas / Removedores de Tinta / Removedores Tinta,Construção > Loja das Tintas > Tintas > Removedores de Tinta,Construção,Loja das Tintas,Tintas,Removedores de Tinta,Removedores Tinta,7,https://lista.mercadolivre.com.br/construcao/loja-tintas/tintas/removedores-tinta/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB432685%26applied_value_name%3DRemovedores+de+Tinta%26applied_value_order%3D2%26applied_value_results%3D7%26is_custom%3Dfalse
Construção / Loja das Tintas / Tintas / Tintas Industriais / Tintas Industriais,Construção > Loja das Tintas > Tintas > Tintas Industriais,Construção,Loja das Tintas,Tintas,Tintas Industriais,Tintas Industriais,3,https://lista.mercadolivre.com.br/construcao/loja-tintas/tintas/tintas-industriais/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB435404%26applied_value_name%3DTintas+Industriais%26applied_value_order%3D3%26applied_value_results%3D3%26is_custom%3Dfalse
Construção / Materiais de Obra / Fixações / Rebites / Rebites,Construção > Materiais de Obra > Fixações > Rebites,Construção,Materiais de Obra,Fixações,Rebites,Rebites,8,https://lista.mercadolivre.com.br/construcao/materiais-obra/fixacoes/rebites/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB271281%26applied_value_name%3DRebites%26applied_value_order%3D6%26applied_value_results%3D8%26is_custom%3Dfalse
Construção / Materiais de Obra / Fixações / Parafusos de Fenda / Parafusos Fenda,Construção > Materiais de Obra > Fixações > Parafusos de Fenda,Construção,Materiais de Obra,Fixações,Parafusos de Fenda,Parafusos Fenda,4,https://lista.mercadolivre.com.br/construcao/materiais-obra/fixacoes/parafusos-fenda/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB235592%26applied_value_name%3DParafusos+de+Fenda%26applied_value_order%3D3%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Materiais de Obra / Fixações / Porcas / Porcas,Construção > Materiais de Obra > Fixações > Porcas,Construção,Materiais de Obra,Fixações,Porcas,Porcas,4,https://lista.mercadolivre.com.br/construcao/materiais-obra/fixacoes/porcas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB433034%26applied_value_name%3DPorcas%26applied_value_order%3D4%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Materiais de Obra / Fixações / Barras Roscadas / Barras Roscadas,Construção > Materiais de Obra > Fixações > Barras Roscadas,Construção,Materiais de Obra,Fixações,Barras Roscadas,Barras Roscadas,2,https://lista.mercadolivre.com.br/construcao/materiais-obra/fixacoes/barras-roscadas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB433497%26applied_value_name%3DBarras+Roscadas%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Construção / Materiais de Obra / Fixações / Buchas / Buchas,Construção > Materiais de Obra > Fixações > Buchas,Construção,Materiais de Obra,Fixações,Buchas,Buchas,2,https://lista.mercadolivre.com.br/construcao/materiais-obra/fixacoes/buchas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB235595%26applied_value_name%3DBuchas%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Construção / Materiais de Obra / Fixações / Pregos / Pregos,Construção > Materiais de Obra > Fixações > Pregos,Construção,Materiais de Obra,Fixações,Pregos,Pregos,9,https://lista.mercadolivre.com.br/construcao/materiais-obra/fixacoes/pregos/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB270095%26applied_value_name%3DPregos%26applied_value_order%3D5%26applied_value_results%3D9%26is_custom%3Dfalse
Construção / Materiais de Obra / Arames / Arames,Construção > Materiais de Obra > Arames,Construção,Materiais de Obra,Arames,,Arames,1,https://lista.mercadolivre.com.br/construcao/materiais-obra/arames/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB278102%26applied_value_name%3DArames%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Construção / Materiais de Obra / Construção a Seco / Fitas / Fitas,Construção > Materiais de Obra > Construção a Seco > Fitas,Construção,Materiais de Obra,Construção a Seco,Fitas,Fitas,6,https://lista.mercadolivre.com.br/construcao/materiais-obra/contrucao-seco/fitas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB435307%26applied_value_name%3DFitas%26applied_value_order%3D1%26applied_value_results%3D6%26is_custom%3Dfalse
Construção / Materiais de Obra / Construção a Seco / Placas > Placas Drywall / Placas Drywall,Construção > Materiais de Obra > Construção a Seco > Placas > Placas Drywall,Construção,Materiais de Obra,Construção a Seco,Placas > Placas Drywall,Placas Drywall,4,https://lista.mercadolivre.com.br/construcao/materiais-obra/contrucao-seco/placas/placas-drywall/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB421288%26applied_value_name%3DPlacas+Drywall%26applied_value_order%3D1%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Materiais de Obra / Construção a Seco / Placas > Sacos de Gesso / Sacos Gesso,Construção > Materiais de Obra > Construção a Seco > Placas > Sacos de Gesso,Construção,Materiais de Obra,Construção a Seco,Placas > Sacos de Gesso,Sacos Gesso,1,https://lista.mercadolivre.com.br/construcao/materiais-obra/contrucao-seco/placas/sacos-gesso/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB432733%26applied_value_name%3DSacos+de+Gesso%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Construção / Materiais de Obra / Construção a Seco / Isolantes / Isolantes,Construção > Materiais de Obra > Construção a Seco > Isolantes,Construção,Materiais de Obra,Construção a Seco,Isolantes,Isolantes,3,https://lista.mercadolivre.com.br/construcao/materiais-obra/contrucao-seco/isolantes/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB435272%26applied_value_name%3DIsolantes%26applied_value_order%3D2%26applied_value_results%3D3%26is_custom%3Dfalse
Construção / Materiais de Obra / Obra Grossa / Argamassas / Argamassas,Construção > Materiais de Obra > Obra Grossa > Argamassas,Construção,Materiais de Obra,Obra Grossa,Argamassas,Argamassas,4,https://lista.mercadolivre.com.br/construcao/materiais-obra/obra-grossa/argamassas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB456027%26applied_value_name%3DArgamassas%26applied_value_order%3D1%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Materiais de Obra / Obra Grossa / Cimento / Cimento,Construção > Materiais de Obra > Obra Grossa > Cimento,Construção,Materiais de Obra,Obra Grossa,Cimento,Cimento,4,https://lista.mercadolivre.com.br/construcao/materiais-obra/obra-grossa/cimento/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB419508%26applied_value_name%3DCimento%26applied_value_order%3D2%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Materiais de Obra / Cordas / Cordas,Construção > Materiais de Obra > Cordas,Construção,Materiais de Obra,Cordas,,Cordas,2,https://lista.mercadolivre.com.br/construcao/materiais-obra/cordas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB384755%26applied_value_name%3DCordas%26applied_value_order%3D6%26applied_value_results%3D2%26is_custom%3Dfalse
Construção / Materiais de Obra / Chapas / Chapas,Construção > Materiais de Obra > Chapas,Construção,Materiais de Obra,Chapas,,Chapas,1,https://lista.mercadolivre.com.br/construcao/materiais-obra/chapas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB419833%26applied_value_name%3DChapas%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Construção / Materiais de Obra / Adesivos e Selantes / Selantes para Vazamentos / Materiais Obra Adesivos E Selantes Vazamentos,Construção > Materiais de Obra > Adesivos e Selantes > Selantes para Vazamentos,Construção,Materiais de Obra,Adesivos e Selantes,Selantes para Vazamentos,Materiais Obra Adesivos E Selantes Vazamentos,5,https://lista.mercadolivre.com.br/materiais-obra-adesivos-e-selantes-vazamentos/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB456172%26applied_value_name%3DSelantes+para+Vazamentos%26applied_value_order%3D5%26applied_value_results%3D5%26is_custom%3Dfalse
Construção / Materiais de Obra / Adesivos e Selantes / Rejuntamento / Materiais Obra Adesivos E Selantes Rejuntamento,Construção > Materiais de Obra > Adesivos e Selantes > Rejuntamento,Construção,Materiais de Obra,Adesivos e Selantes,Rejuntamento,Materiais Obra Adesivos E Selantes Rejuntamento,2,https://lista.mercadolivre.com.br/materiais-obra-adesivos-e-selantes-rejuntamento/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB277475%26applied_value_name%3DRejuntamento%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Construção / Materiais de Obra / Cabos de Aço e Acessórios / Esticadores / Esticadores,Construção > Materiais de Obra > Cabos de Aço e Acessórios > Esticadores,Construção,Materiais de Obra,Cabos de Aço e Acessórios,Esticadores,Esticadores,9,https://lista.mercadolivre.com.br/construcao/materiais-obra/cabos-aco-acessorios/esticadores/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB211785%26applied_value_name%3DEsticadores%26applied_value_order%3D3%26applied_value_results%3D9%26is_custom%3Dfalse
Construção / Materiais de Obra / Cabos de Aço e Acessórios / Clips Grampo para Cabos / Clips Grampo Cabos,Construção > Materiais de Obra > Cabos de Aço e Acessórios > Clips Grampo para Cabos,Construção,Materiais de Obra,Cabos de Aço e Acessórios,Clips Grampo para Cabos,Clips Grampo Cabos,1,https://lista.mercadolivre.com.br/construcao/materiais-obra/cabos-aco-acessorios/clips-grampo-cabos/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB277509%26applied_value_name%3DClips+Grampo+para+Cabos%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Construção / Energia / Economizadores de Energia / Economizadores Energia,Construção > Energia > Economizadores de Energia,Construção,Energia,Economizadores de Energia,,Economizadores Energia,3,https://lista.mercadolivre.com.br/construcao/energia/economizadores-energia/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB264707%26applied_value_name%3DEconomizadores+de+Energia%26applied_value_order%3D3%26applied_value_results%3D3%26is_custom%3Dfalse
Construção / Energia / Fitas Isolantes Liquidas / Fitas Isolantes Liquidas,Construção > Energia > Fitas Isolantes Liquidas,Construção,Energia,Fitas Isolantes Liquidas,,Fitas Isolantes Liquidas,2,https://lista.mercadolivre.com.br/construcao/energia/fitas-isolantes-liquidas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB252525%26applied_value_name%3DFitas+Isolantes+Liquidas%26applied_value_order%3D6%26applied_value_results%3D2%26is_custom%3Dfalse
Construção / Energia / Tomadas e Interruptores / Interruptores > Dimmers / Dimmers,Construção > Energia > Tomadas e Interruptores > Interruptores > Dimmers,Construção,Energia,Tomadas e Interruptores,Interruptores > Dimmers,Dimmers,5,https://lista.mercadolivre.com.br/construcao/energia/tomadas-interruptores/interruptores/dimmers/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB269928%26applied_value_name%3DDimmers%26applied_value_order%3D2%26applied_value_results%3D5%26is_custom%3Dfalse
Construção / Energia / Tomadas e Interruptores / Interruptores > Botões Industriais / Botoes Industriais,Construção > Energia > Tomadas e Interruptores > Interruptores > Botões Industriais,Construção,Energia,Tomadas e Interruptores,Interruptores > Botões Industriais,Botoes Industriais,7,https://lista.mercadolivre.com.br/construcao/energia/tomadas-interruptores/interruptores/botoes-industriais/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB413560%26applied_value_name%3DBot%C3%B5es+Industriais%26applied_value_order%3D1%26applied_value_results%3D7%26is_custom%3Dfalse
Construção / Energia / Tomadas e Interruptores / Tomadas Elétricas > Fichas Elétricas / Fichas Eletricas,Construção > Energia > Tomadas e Interruptores > Tomadas Elétricas > Fichas Elétricas,Construção,Energia,Tomadas e Interruptores,Tomadas Elétricas > Fichas Elétricas,Fichas Eletricas,4,https://lista.mercadolivre.com.br/construcao/energia/tomadas-interruptores/tomadas-eletricas/fichas-eletricas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB435484%26applied_value_name%3DFichas+El%C3%A9tricas%26applied_value_order%3D2%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Energia / Tomadas e Interruptores / Tampas / Tampas,Construção > Energia > Tomadas e Interruptores > Tampas,Construção,Energia,Tomadas e Interruptores,Tampas,Tampas,8,https://lista.mercadolivre.com.br/construcao/energia/tomadas-interruptores/tampas/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB435480%26applied_value_name%3DTampas%26applied_value_order%3D2%26applied_value_results%3D8%26is_custom%3Dfalse
Construção / Energia / Tomadas e Interruptores / Outros / Outros,Construção > Energia > Tomadas e Interruptores > Outros,Construção,Energia,Tomadas e Interruptores,Outros,Outros,2,https://lista.mercadolivre.com.br/construcao/energia/tomadas-interruptores/outros/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB269931%26applied_value_name%3DOutros%26applied_value_order%3D4%26applied_value_results%3D2%26is_custom%3Dfalse
Construção / Energia / Multímetros / Multimetros,Construção > Energia > Multímetros,Construção,Energia,Multímetros,,Multimetros,9,https://lista.mercadolivre.com.br/construcao/energia/multimetros/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB435492%26applied_value_name%3DMult%C3%ADmetros%26applied_value_order%3D10%26applied_value_results%3D9%26is_custom%3Dfalse
Construção / Energia / Busca-Pólos / Busca Polos,Construção > Energia > Busca-Pólos,Construção,Energia,Busca-Pólos,,Busca Polos,6,https://lista.mercadolivre.com.br/construcao/energia/busca-polos/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB435490%26applied_value_name%3DBusca-P%C3%B3los%26applied_value_order%3D1%26applied_value_results%3D6%26is_custom%3Dfalse
Construção / Energia / Fusíveis / Fusiveis,Construção > Energia > Fusíveis,Construção,Energia,Fusíveis,,Fusiveis,5,https://lista.mercadolivre.com.br/construcao/energia/fusiveis/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB270084%26applied_value_name%3DFus%C3%ADveis%26applied_value_order%3D7%26applied_value_results%3D5%26is_custom%3Dfalse
Construção / Energia / Geradores de Energia Elétricos / Geradores Energia Eletricos,Construção > Energia > Geradores de Energia Elétricos,Construção,Energia,Geradores de Energia Elétricos,,Geradores Energia Eletricos,4,https://lista.mercadolivre.com.br/construcao/energia/geradores-energia-eletricos/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB30171%26applied_value_name%3DGeradores+de+Energia+El%C3%A9tricos%26applied_value_order%3D8%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Energia / Timers / Timers,Construção > Energia > Timers,Construção,Energia,Timers,,Timers,1,https://lista.mercadolivre.com.br/construcao/energia/timers/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB11958%26applied_value_name%3DTimers%26applied_value_order%3D11%26applied_value_results%3D1%26is_custom%3Dfalse
Construção / Energia / Outros / Outros,Construção > Energia > Outros,Construção,Energia,Outros,,Outros,1,https://lista.mercadolivre.com.br/construcao/energia/outros/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB420289%26applied_value_name%3DOutros%26applied_value_order%3D13%26applied_value_results%3D1%26is_custom%3Dfalse
Construção / Aberturas / Ferragens / Fechaduras Manuais / Fechaduras Manuais,Construção > Aberturas > Ferragens > Fechaduras Manuais,Construção,Aberturas,Ferragens,Fechaduras Manuais,Fechaduras Manuais,4,https://lista.mercadolivre.com.br/construcao/aberturas/ferragens/fechaduras-manuais/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB455280%26applied_value_name%3DFechaduras+Manuais%26applied_value_order%3D3%26applied_value_results%3D4%26is_custom%3Dfalse
Construção / Aberturas / Ferragens / Pontas para Portões / Pontas Portoes,Construção > Aberturas > Ferragens > Pontas para Portões,Construção,Aberturas,Ferragens,Pontas para Portões,Pontas Portoes,3,https://lista.mercadolivre.com.br/construcao/aberturas/ferragens/pontas-portoes/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB271269%26applied_value_name%3DPontas+para+Port%C3%B5es%26applied_value_order%3D5%26applied_value_results%3D3%26is_custom%3Dfalse
Construção / Aberturas / Ferragens / Corrediças para Móveis / Corredicas Moveis,Construção > Aberturas > Ferragens > Corrediças para Móveis,Construção,Aberturas,Ferragens,Corrediças para Móveis,Corredicas Moveis,2,https://lista.mercadolivre.com.br/construcao/aberturas/ferragens/corredicas-moveis/stickers_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB432105%26applied_value_name%3DCorredi%C3%A7as+para+M%C3%B3veis%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
