categoria_completa,categoria,nivel_1,nivel_2,nivel_3,nivel_4,categoria_real,quantidade,link
Informática / Impressão / Acessórios / Acessorios,Informática > Impressão > Acessórios,Informática,Impressão,Acessórios,,Acessorios,1,https://lista.mercadolivre.com.br/informatica/impressao/acessorios/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB414248%26applied_value_name%3DAcess%C3%B3rios%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Acessórios de Antiestática / Pulseiras de Proteção / Pulseiras Protecao,Informática > Acessórios de Antiestática > Pulseiras de Proteção,Informática,Acessórios de Antiestática,Pulseiras de Proteção,,Pulseiras Protecao,8,https://lista.mercadolivre.com.br/informatica/acessorios-antiestatica/pulseiras-protecao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB271911%26applied_value_name%3DPulseiras+de+Prote%C3%A7%C3%A3o%26applied_value_order%3D4%26applied_value_results%3D8%26is_custom%3Dfalse
Informática / Acessórios de Antiestática / Pinças Antiestáticas / Pincas Antiestaticas,Informática > Acessórios de Antiestática > Pinças Antiestáticas,Informática,Acessórios de Antiestática,Pinças Antiestáticas,,Pincas Antiestaticas,3,https://lista.mercadolivre.com.br/informatica/acessorios-antiestatica/pincas-antiestaticas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB277315%26applied_value_name%3DPin%C3%A7as+Antiest%C3%A1ticas%26applied_value_order%3D3%26applied_value_results%3D3%26is_custom%3Dfalse
Informática / Acessórios de Antiestática / Embalagens Antiestáticas / Embalagens Antiestaticas,Informática > Acessórios de Antiestática > Embalagens Antiestáticas,Informática,Acessórios de Antiestática,Embalagens Antiestáticas,,Embalagens Antiestaticas,1,https://lista.mercadolivre.com.br/informatica/acessorios-antiestatica/embalagens-antiestaticas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB272126%26applied_value_name%3DEmbalagens+Antiest%C3%A1ticas%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Acessórios de Antiestática / Jalecos Antiestáticos / Jalecos Antiestaticos,Informática > Acessórios de Antiestática > Jalecos Antiestáticos,Informática,Acessórios de Antiestática,Jalecos Antiestáticos,,Jalecos Antiestaticos,1,https://lista.mercadolivre.com.br/informatica/acessorios-antiestatica/jalecos-antiestaticos/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB277792%26applied_value_name%3DJalecos+Antiest%C3%A1ticos%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Acessórios para Notebook / Travas / Travas,Informática > Portáteis e Acessórios > Acessórios para Notebook > Travas,Informática,Portáteis e Acessórios,Acessórios para Notebook,Travas,Travas,3,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/travas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB11960%26applied_value_name%3DTravas%26applied_value_order%3D7%26applied_value_results%3D3%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Acessórios para Notebook / Cabos e Adaptadores / Cabos Adaptadores,Informática > Portáteis e Acessórios > Acessórios para Notebook > Cabos e Adaptadores,Informática,Portáteis e Acessórios,Acessórios para Notebook,Cabos e Adaptadores,Cabos Adaptadores,2,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/cabos-adaptadores/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB57851%26applied_value_name%3DCabos+e+Adaptadores%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Acessórios para Notebook / Protetores de Teclados / Protetores Teclados,Informática > Portáteis e Acessórios > Acessórios para Notebook > Protetores de Teclados,Informática,Portáteis e Acessórios,Acessórios para Notebook,Protetores de Teclados,Protetores Teclados,2,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/protetores-teclados/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB100701%26applied_value_name%3DProtetores+de+Teclados%26applied_value_order%3D5%26applied_value_results%3D2%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Acessórios para Notebook / Maletas e Bolsas > Maletas / Maletas,Informática > Portáteis e Acessórios > Acessórios para Notebook > Maletas e Bolsas > Maletas,Informática,Portáteis e Acessórios,Acessórios para Notebook,Maletas e Bolsas > Maletas,Maletas,8,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/maletas-bolsas/maletas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB16547%26applied_value_name%3DMaletas%26applied_value_order%3D1%26applied_value_results%3D8%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Acessórios para Notebook / Luminárias USB / Luminarias Usb,Informática > Portáteis e Acessórios > Acessórios para Notebook > Luminárias USB,Informática,Portáteis e Acessórios,Acessórios para Notebook,Luminárias USB,Luminarias Usb,9,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/luminarias-usb/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB277379%26applied_value_name%3DLumin%C3%A1rias+USB%26applied_value_order%3D3%26applied_value_results%3D9%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Acessórios para Notebook / Token / Token,Informática > Portáteis e Acessórios > Acessórios para Notebook > Token,Informática,Portáteis e Acessórios,Acessórios para Notebook,Token,Token,6,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/token/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB252330%26applied_value_name%3DToken%26applied_value_order%3D6%26applied_value_results%3D6%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Acessórios para Notebook / Ventiladores Portáteis / Ventiladores Portateis,Informática > Portáteis e Acessórios > Acessórios para Notebook > Ventiladores Portáteis,Informática,Portáteis e Acessórios,Acessórios para Notebook,Ventiladores Portáteis,Ventiladores Portateis,6,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/ventiladores-portateis/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB455865%26applied_value_name%3DVentiladores+Port%C3%A1teis%26applied_value_order%3D8%26applied_value_results%3D6%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Peças e Partes para Notebooks / Carcaças / Carcacas,Informática > Portáteis e Acessórios > Peças e Partes para Notebooks > Carcaças,Informática,Portáteis e Acessórios,Peças e Partes para Notebooks,Carcaças,Carcacas,6,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/pecas-partes-notebooks/carcacas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB38870%26applied_value_name%3DCarca%C3%A7as%26applied_value_order%3D1%26applied_value_results%3D6%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Peças e Partes para Notebooks / Stencils / Stencils,Informática > Portáteis e Acessórios > Peças e Partes para Notebooks > Stencils,Informática,Portáteis e Acessórios,Peças e Partes para Notebooks,Stencils,Stencils,3,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/pecas-partes-notebooks/stencils/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB100520%26applied_value_name%3DStencils%26applied_value_order%3D3%26applied_value_results%3D3%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Peças e Partes para Notebooks / Teclados / Teclados,Informática > Portáteis e Acessórios > Peças e Partes para Notebooks > Teclados,Informática,Portáteis e Acessórios,Peças e Partes para Notebooks,Teclados,Teclados,1,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/pecas-partes-notebooks/teclados/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB6706%26applied_value_name%3DTeclados%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Notebooks / Notebooks,Informática > Portáteis e Acessórios > Notebooks,Informática,Portáteis e Acessórios,Notebooks,,Notebooks,1,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/notebooks/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB1652%26applied_value_name%3DNotebooks%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Portáteis e Acessórios / Outros / Outros,Informática > Portáteis e Acessórios > Outros,Informática,Portáteis e Acessórios,Outros,,Outros,1,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB124091%26applied_value_name%3DOutros%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Acessórios para PC Gaming / Controles e Joysticks / Joysticks / Joysticks,Informática > Acessórios para PC Gaming > Controles e Joysticks > Joysticks,Informática,Acessórios para PC Gaming,Controles e Joysticks,Joysticks,Joysticks,4,https://lista.mercadolivre.com.br/informatica/acessorios-pc-gaming/controles-joysticks/joysticks/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB10866%26applied_value_name%3DJoysticks%26applied_value_order%3D2%26applied_value_results%3D4%26is_custom%3Dfalse
Informática / Acessórios para PC Gaming / Controles e Joysticks / Gamepads / Gamepads,Informática > Acessórios para PC Gaming > Controles e Joysticks > Gamepads,Informática,Acessórios para PC Gaming,Controles e Joysticks,Gamepads,Gamepads,2,https://lista.mercadolivre.com.br/informatica/acessorios-pc-gaming/controles-joysticks/gamepads/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB438454%26applied_value_name%3DGamepads%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Informática / Acessórios para PC Gaming / Controles e Joysticks / Simuladores de Direção / Simuladores Direcao,Informática > Acessórios para PC Gaming > Controles e Joysticks > Simuladores de Direção,Informática,Acessórios para PC Gaming,Controles e Joysticks,Simuladores de Direção,Simuladores Direcao,2,https://lista.mercadolivre.com.br/informatica/acessorios-pc-gaming/controles-joysticks/simuladores-direcao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB270135%26applied_value_name%3DSimuladores+de+Dire%C3%A7%C3%A3o%26applied_value_order%3D3%26applied_value_results%3D2%26is_custom%3Dfalse
Informática / Acessórios para PC Gaming / Microfones / Microfones,Informática > Acessórios para PC Gaming > Microfones,Informática,Acessórios para PC Gaming,Microfones,,Microfones,2,https://lista.mercadolivre.com.br/informatica/acessorios-pc-gaming/microfones/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB8279%26applied_value_name%3DMicrofones%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Informática / Projetores e Telas / Telas Manuais / Telas Manuais,Informática > Projetores e Telas > Telas Manuais,Informática,Projetores e Telas,Telas Manuais,,Telas Manuais,1,https://lista.mercadolivre.com.br/informatica/projetores-telas/telas-manuais/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB11609%26applied_value_name%3DTelas+Manuais%26applied_value_order%3D3%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Projetores e Telas / Projetores / Projetores,Informática > Projetores e Telas > Projetores,Informática,Projetores e Telas,Projetores,,Projetores,5,https://lista.mercadolivre.com.br/informatica/projetores-telas/projetores/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB11901%26applied_value_name%3DProjetores%26applied_value_order%3D1%26applied_value_results%3D5%26is_custom%3Dfalse
Informática / Projetores e Telas / Suportes / Suportes,Informática > Projetores e Telas > Suportes,Informática,Projetores e Telas,Suportes,,Suportes,1,https://lista.mercadolivre.com.br/informatica/projetores-telas/suportes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB435573%26applied_value_name%3DSuportes%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Informática / Outros / Outros,Informática > Outros,Informática,Outros,,,Outros,4,https://lista.mercadolivre.com.br/informatica/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB1912%26applied_value_name%3DOutros%26applied_value_order%3D17%26applied_value_results%3D6%26is_custom%3Dfalse
Ferramentas / Caixas e Organizadores / Maletas de Ferramentas / Maletas Ferramentas,Ferramentas > Caixas e Organizadores > Maletas de Ferramentas,Ferramentas,Caixas e Organizadores,Maletas de Ferramentas,,Maletas Ferramentas,10,https://lista.mercadolivre.com.br/ferramentas/caixas-organizadores/maletas-ferramentas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB189212%26applied_value_name%3DMaletas+de+Ferramentas%26applied_value_order%3D7%26applied_value_results%3D10%26is_custom%3Dfalse
Ferramentas / Caixas e Organizadores / Bandejas Magnéticas / Bandejas Magneticas,Ferramentas > Caixas e Organizadores > Bandejas Magnéticas,Ferramentas,Caixas e Organizadores,Bandejas Magnéticas,,Bandejas Magneticas,4,https://lista.mercadolivre.com.br/ferramentas/caixas-organizadores/bandejas-magneticas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB432582%26applied_value_name%3DBandejas+Magn%C3%A9ticas%26applied_value_order%3D1%26applied_value_results%3D4%26is_custom%3Dfalse
Ferramentas / Caixas e Organizadores / Outros / Outros,Ferramentas > Caixas e Organizadores > Outros,Ferramentas,Caixas e Organizadores,Outros,,Outros,1,https://lista.mercadolivre.com.br/ferramentas/caixas-organizadores/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB189211%26applied_value_name%3DOutros%26applied_value_order%3D9%26applied_value_results%3D1%26is_custom%3Dfalse
Ferramentas / Caixas e Organizadores / Carrinhos Porta-ferramentas / Carrinhos Porta Ferramentas,Ferramentas > Caixas e Organizadores > Carrinhos Porta-ferramentas,Ferramentas,Caixas e Organizadores,Carrinhos Porta-ferramentas,,Carrinhos Porta Ferramentas,2,https://lista.mercadolivre.com.br/ferramentas/caixas-organizadores/carrinhos-porta-ferramentas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB372113%26applied_value_name%3DCarrinhos+Porta-ferramentas%26applied_value_order%3D4%26applied_value_results%3D2%26is_custom%3Dfalse
Ferramentas / Ferramentas Manuais / Fixação / Grampeadores e Pinadores / Grampeadores Pinadores,Ferramentas > Ferramentas Manuais > Fixação > Grampeadores e Pinadores,Ferramentas,Ferramentas Manuais,Fixação,Grampeadores e Pinadores,Grampeadores Pinadores,3,https://lista.mercadolivre.com.br/ferramentas/ferramentas-manuais/fixacao/grampeadores-pinadores/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB263528%26applied_value_name%3DGrampeadores+e+Pinadores%26applied_value_order%3D3%26applied_value_results%3D3%26is_custom%3Dfalse
Ferramentas / Ferramentas Manuais / Elevação e Tração / Elevacao Tracao,Ferramentas > Ferramentas Manuais > Elevação e Tração,Ferramentas,Ferramentas Manuais,Elevação e Tração,,Elevacao Tracao,10,https://lista.mercadolivre.com.br/ferramentas/ferramentas-manuais/elevacao-tracao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB455259%26applied_value_name%3DEleva%C3%A7%C3%A3o+e+Tra%C3%A7%C3%A3o%26applied_value_order%3D4%26applied_value_results%3D16%26is_custom%3Dfalse
Ferramentas / Ferramentas Manuais / Extração / Extratores de Parafusos / Extratores Parafusos,Ferramentas > Ferramentas Manuais > Extração > Extratores de Parafusos,Ferramentas,Ferramentas Manuais,Extração,Extratores de Parafusos,Extratores Parafusos,3,https://lista.mercadolivre.com.br/ferramentas/ferramentas-manuais/extracao/extratores-parafusos/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB271790%26applied_value_name%3DExtratores+de+Parafusos%26applied_value_order%3D1%26applied_value_results%3D3%26is_custom%3Dfalse
Ferramentas / Ferramentas Manuais / Extração / Saca-Cravos / Saca Cravos,Ferramentas > Ferramentas Manuais > Extração > Saca-Cravos,Ferramentas,Ferramentas Manuais,Extração,Saca-Cravos,Saca Cravos,3,https://lista.mercadolivre.com.br/ferramentas/ferramentas-manuais/extracao/saca-cravos/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB433695%26applied_value_name%3DSaca-Cravos%26applied_value_order%3D4%26applied_value_results%3D3%26is_custom%3Dfalse
Ferramentas / Ferramentas Manuais / Grampos Sargento / Grampos Sargento,Ferramentas > Ferramentas Manuais > Grampos Sargento,Ferramentas,Ferramentas Manuais,Grampos Sargento,,Grampos Sargento,5,https://lista.mercadolivre.com.br/ferramentas/ferramentas-manuais/grampos-sargento/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB33435%26applied_value_name%3DGrampos+Sargento%26applied_value_order%3D7%26applied_value_results%3D8%26is_custom%3Dfalse
Ferramentas / Ferramentas Manuais / Ventosas para Desamassar / Ventosas Desamassar,Ferramentas > Ferramentas Manuais > Ventosas para Desamassar,Ferramentas,Ferramentas Manuais,Ventosas para Desamassar,,Ventosas Desamassar,3,https://lista.mercadolivre.com.br/ferramentas/ferramentas-manuais/ventosas-desamassar/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB430445%26applied_value_name%3DVentosas+para+Desamassar%26applied_value_order%3D11%26applied_value_results%3D4%26is_custom%3Dfalse
Ferramentas / Medições e Instrumentação / Outros / Outros,Ferramentas > Medições e Instrumentação > Outros,Ferramentas,Medições e Instrumentação,Outros,,Outros,1,https://lista.mercadolivre.com.br/ferramentas/medicoes-instrumentacao/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB9198%26applied_value_name%3DOutros%26applied_value_order%3D9%26applied_value_results%3D2%26is_custom%3Dfalse
Ferramentas / Medições e Instrumentação / Medidores de Eletricidade / Multímetros / Multimetros,Ferramentas > Medições e Instrumentação > Medidores de Eletricidade > Multímetros,Ferramentas,Medições e Instrumentação,Medidores de Eletricidade,Multímetros,Multimetros,4,https://lista.mercadolivre.com.br/ferramentas/medicoes-instrumentacao/medidores-eletricidade/multimetros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB30214%26applied_value_name%3DMult%C3%ADmetros%26applied_value_order%3D2%26applied_value_results%3D4%26is_custom%3Dfalse
Ferramentas / Medições e Instrumentação / Medidores de Eletricidade / Outros / Outros,Ferramentas > Medições e Instrumentação > Medidores de Eletricidade > Outros,Ferramentas,Medições e Instrumentação,Medidores de Eletricidade,Outros,Outros,2,https://lista.mercadolivre.com.br/ferramentas/medicoes-instrumentacao/medidores-eletricidade/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB455203%26applied_value_name%3DOutros%26applied_value_order%3D3%26applied_value_results%3D2%26is_custom%3Dfalse
Ferramentas / Medições e Instrumentação / Níveis / Níveis Ópticos / Niveis Opticos,Ferramentas > Medições e Instrumentação > Níveis > Níveis Ópticos,Ferramentas,Medições e Instrumentação,Níveis,Níveis Ópticos,Niveis Opticos,2,https://lista.mercadolivre.com.br/ferramentas/medicoes-instrumentacao/niveis/niveis-opticos/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB278142%26applied_value_name%3DN%C3%ADveis+%C3%93pticos%26applied_value_order%3D3%26applied_value_results%3D2%26is_custom%3Dfalse
Ferramentas / Medições e Instrumentação / Níveis / Níveis Laser / Medicoes E Instrumentacao Niveis Laser,Ferramentas > Medições e Instrumentação > Níveis > Níveis Laser,Ferramentas,Medições e Instrumentação,Níveis,Níveis Laser,Medicoes E Instrumentacao Niveis Laser,2,https://lista.mercadolivre.com.br/medicoes-e-instrumentacao-niveis-laser/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB188786%26applied_value_name%3DN%C3%ADveis+Laser%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Ferramentas / Medições e Instrumentação / Medidores de Comprimento / Micrômetros / Micrometros,Ferramentas > Medições e Instrumentação > Medidores de Comprimento > Micrômetros,Ferramentas,Medições e Instrumentação,Medidores de Comprimento,Micrômetros,Micrometros,2,https://lista.mercadolivre.com.br/ferramentas/medicoes-instrumentacao/medidores-comprimento/micrometros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D5%26applied_value_id%3DMLB30194%26applied_value_name%3DMicr%C3%B4metros%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Ferramentas / Medições e Instrumentação / Medidor de Espessura / Medidor Espessura,Ferramentas > Medições e Instrumentação > Medidor de Espessura,Ferramentas,Medições e Instrumentação,Medidor de Espessura,,Medidor Espessura,7,https://lista.mercadolivre.com.br/ferramentas/medicoes-instrumentacao/medidor-espessura/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB260684%26applied_value_name%3DMedidor+de+Espessura%26applied_value_order%3D2%26applied_value_results%3D12%26is_custom%3Dfalse
