categoria_completa,categoria,nivel_1,nivel_2,nivel_3,categoria_real,quantidade,link
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Válvulas / Kits Levantadores,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Válvulas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Kits Levantadores,4,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/valvulas/kits-levantadores/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Válvulas / Kits Seguidores Cames,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Válvulas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Kits Seguidores Cames,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/valvulas/kits-seguidores-cames/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Válvulas / Levantadores Hidraulicos,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Válvulas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Levantadores Hidraulicos,6,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/valvulas/levantadores-hidraulicos/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Válvulas / _Categid_458822,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Válvulas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,_Categid_458822,8,https://lista.mercadolivre.com.br/_CategID_458822_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Correias / Polias / Polias Supercargador,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Correias > Polias,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Polias Supercargador,5,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/correias/polias/polias-supercargador/_NoIndex_True?original_category_landing=true
"Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Juntas, Selos e Ferragens / Juntas e Selos / Juntas Emissao","Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Juntas, Selos e Ferragens > Juntas e Selos",Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Juntas Emissao,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/juntas-selos-ferragens/juntas-selos/juntas-emissao/_NoIndex_True?original_category_landing=true
"Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Juntas, Selos e Ferragens / Juntas e Selos / Selos Vastago Valvula","Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Juntas, Selos e Ferragens > Juntas e Selos",Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Selos Vastago Valvula,9,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/juntas-selos-ferragens/juntas-selos/selos-vastago-valvula/_NoIndex_True?original_category_landing=true
"Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Juntas, Selos e Ferragens / Kits de Ferragens / _Categid_458895","Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Juntas, Selos e Ferragens > Kits de Ferragens",Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,_Categid_458895,4,https://lista.mercadolivre.com.br/_CategID_458895_NoIndex_True?original_category_landing=true
"Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Juntas, Selos e Ferragens / Suportes e Ferragens / Amortecedores Harmonicos","Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Juntas, Selos e Ferragens > Suportes e Ferragens",Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Amortecedores Harmonicos,8,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/juntas-selos-ferragens/suportes-ferragens/amortecedores-harmonicos/_NoIndex_True?original_category_landing=true
"Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Juntas, Selos e Ferragens / Suportes e Ferragens / Fitas Fixacao","Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Juntas, Selos e Ferragens > Suportes e Ferragens",Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Fitas Fixacao,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/juntas-selos-ferragens/suportes-ferragens/fitas-fixacao/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Refrigeração / Mangueiras / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Refrigeração > Mangueiras,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Outros,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/refrigeracao/mangueiras/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Refrigeração / Ventiladores e Carcaças / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Refrigeração > Ventiladores e Carcaças,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Outros,6,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/refrigeracao/ventiladores-carcacas/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Refrigeração / Óleos de Motor e Linhas / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Refrigeração > Óleos de Motor e Linhas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Outros,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/refrigeracao/oleos-motor-linhas/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Rolamentos de Motor / Kits Arvore Auxilia,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Rolamentos de Motor,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Kits Arvore Auxilia,4,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/rolamentos-motor/kits-arvore-auxilia/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores / Supercargadores / Acoplamentos,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Supercargadores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Acoplamentos,4,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/supercargadores/acoplamentos/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores / Supercargadores / Kits Atualizacao,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Supercargadores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Kits Atualizacao,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/supercargadores/kits-atualizacao/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores / Supercargadores / Kits de Supercargador / Kits Supercargador,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Supercargadores > Kits de Supercargador,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Kits Supercargador,0,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/supercargadores/kits-supercargador/
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores / Supercargadores / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Supercargadores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Outros,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/supercargadores/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores / Supercargadores / Sopladores Supercargador,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Supercargadores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Sopladores Supercargador,6,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/supercargadores/sopladores-supercargador/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores / Supercargadores / Supercargadores,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Supercargadores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Supercargadores,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/supercargadores/supercargadores/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores / Turbos / Cartuchos Turbo,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Turbos,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Cartuchos Turbo,10,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/turbos/cartuchos-turbo/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Limpadores e Lavadores / Escovas e Recambios / Outros / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Exterior > Limpadores e Lavadores > Escovas e Recambios > Outros,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Exterior,Outros,0,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-exterior/limpadores-lavadores/escovas-recambios/outros/
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Assentos / Apoios Cabeca,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Assentos,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Apoios Cabeca,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/assentos/apoios-cabeca/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Assentos / Capas de Assento e Acessórios / Capa Apoios Cabeca,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Assentos > Capas de Assento e Acessórios,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Capa Apoios Cabeca,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/assentos/capas-assento-acessorios/capa-apoios-cabeca/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Assentos / Unidades de Resfriamento / _Categid_459528,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Assentos > Unidades de Resfriamento,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,_Categid_459528,0,https://lista.mercadolivre.com.br/_CategID_459528
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Cintos / _Categid_459505,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Cintos,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,_Categid_459505,8,https://lista.mercadolivre.com.br/_CategID_459505_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Cintos / Pre Tensores,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Cintos,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Pre Tensores,10,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/cintos/pre-tensores/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Manivelas de Janela / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Manivelas de Janela,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Outros,6,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/manivelas-janela/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Motores e Regul. Janela / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Motores e Regul. Janela,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Outros,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/motores-regul-janela/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Pedais / Kits Embelezamento,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Pedais,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Kits Embelezamento,4,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/pedais/kits-embelezamento/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Plugues e Isqueiros / _Categid_459523,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Plugues e Isqueiros,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,_Categid_459523,9,https://lista.mercadolivre.com.br/_CategID_459523_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Protetores Solares e Cortinas / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Protetores Solares e Cortinas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Outros,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/protetores-solares-cortinas/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Protetores Solares e Cortinas / Ventosas Cortinas,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Protetores Solares e Cortinas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Ventosas Cortinas,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/protetores-solares-cortinas/ventosas-cortinas/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Segurança Interna / Controles de Mobilidade / Controles Manuais Empurrar,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Segurança Interna > Controles de Mobilidade,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Controles Manuais Empurrar,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/seguranca-interna/controles-mobilidade/controles-manuais-empurrar/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Segurança Interna / Controles de Mobilidade / Outros / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Segurança Interna > Controles de Mobilidade > Outros,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Outros,0,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/seguranca-interna/controles-mobilidade/outros/
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Segurança Interna / _Categid_459512,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Segurança Interna,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,_Categid_459512,6,https://lista.mercadolivre.com.br/_CategID_459512_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Volantes e Botões da Buzina / Volantes Esfericos,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Interior > Volantes e Botões da Buzina,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Interior,Volantes Esfericos,10,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-interior/volantes-botoes-buzina/volantes-esfericos/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Sistema Elétrico / Unidades de Controle e ECUs / Controladores Amp,Acessórios para Veículos > Peças de Carros e Caminhonetes > Sistema Elétrico > Unidades de Controle e ECUs,Acessórios para Veículos,Peças de Carros e Caminhonetes,Sistema Elétrico,Controladores Amp,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/sistema-eletrico/unidades-controle-ecus/controladores-amp/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Barras Centrais e Conexões / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Barras Centrais e Conexões,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Outros,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/barras-centrais-conexoes/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Peças Nivelamento Automático / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Peças Nivelamento Automático,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Outros,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/pecas-nivelamento-automatico/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Peças de Ajuste de Queda / Outros / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Peças de Ajuste de Queda > Outros,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Outros,0,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/pecas-ajuste-queda/outros/
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Cabos e Conectores / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Cabos e Conectores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Outros,9,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/cabos-conectores/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Caixa de Transferência Peças / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Caixa de Transferência Peças,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Outros,9,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/caixa-transferencia-pecas/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Caixas de Eixo / Calcos Ajuste,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Caixas de Eixo,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Calcos Ajuste,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/caixas-eixo/calcos-ajuste/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Caixas de Eixo / Flanges Junta,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Caixas de Eixo,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Flanges Junta,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/caixas-eixo/flanges-junta/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Caixas de Eixo / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Caixas de Eixo,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Outros,6,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/caixas-eixo/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Caixas de Eixo / Pernos,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Caixas de Eixo,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Pernos,8,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/caixas-eixo/pernos/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Diferenciais e Conjuntos / Componentes do Diferencial / _Categid_459554,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Diferenciais e Conjuntos > Componentes do Diferencial,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,_Categid_459554,2,https://lista.mercadolivre.com.br/_CategID_459554_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Diferenciais e Conjuntos / Componentes do Diferencial / Valvulas Diferencial,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Diferenciais e Conjuntos > Componentes do Diferencial,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Valvulas Diferencial,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/diferenciais-conjuntos/componentes-diferencial/valvulas-diferencial/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Diferenciais e Conjuntos / Diferenciais e Peças / Diferencial Torque Variavel,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Diferenciais e Conjuntos > Diferenciais e Peças,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Diferencial Torque Variavel,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/diferenciais-conjuntos/diferenciais-pecas/diferencial-torque-variavel/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Diferenciais e Conjuntos / Diferenciais e Peças / _Categid_459552,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Diferenciais e Conjuntos > Diferenciais e Peças,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,_Categid_459552,7,https://lista.mercadolivre.com.br/_CategID_459552_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Diferenciais e Conjuntos / Rolamentos para Diferencial / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Diferenciais e Conjuntos > Rolamentos para Diferencial,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Outros,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/diferenciais-conjuntos/rolamentos-diferencial/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Diferenciais e Conjuntos / Rolamentos para Diferencial / _Categid_459553,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Diferenciais e Conjuntos > Rolamentos para Diferencial,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,_Categid_459553,2,https://lista.mercadolivre.com.br/_CategID_459553_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Embreagens / Bellcranks Embreagem,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Embreagens,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Bellcranks Embreagem,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/embreagens/bellcranks-embreagem/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Embreagens / Platos Pressao Embreagem,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Embreagens,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Platos Pressao Embreagem,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/embreagens/platos-pressao-embreagem/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Fixadores e Ferragens / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Fixadores e Ferragens,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Outros,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/fixadores-ferragens/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Módulos de Controle / Cubos Sincronizadores,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Módulos de Controle,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Cubos Sincronizadores,6,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/modulos-controle/cubos-sincronizadores/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Semiárvores e Homocinéticos / Outros / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Semiárvores e Homocinéticos > Outros,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Outros,0,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/semiarvores-homocineticos/outros/
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Suportes para Tração / Kit Suporte Tracao,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Suportes para Tração,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Kit Suporte Tracao,5,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/suportes-tracao/kit-suporte-tracao/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Suportes para Tração / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Suportes para Tração,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Outros,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/suportes-tracao/outros/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Suportes para Tração / Suportes Transaxle,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Suportes para Tração,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Suportes Transaxle,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/suportes-tracao/suportes-transaxle/_NoIndex_True?original_category_landing=true
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Transmissõ Automáticas / Bandas,Acessórios para Veículos > Peças de Carros e Caminhonetes > Transmissão > Transmissõ Automáticas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Transmissão,Bandas,9,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/transmissao/transmisso-automaticas/bandas/_NoIndex_True?original_category_landing=true
