categoria_completa,categoria,nivel_1,nivel_2,nivel_3,categoria_real,quantidade,link
Instrumentos Musicais / Instrumentos de Sopro / Acessórios / Boquilhas / Para Saxofones / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Acessórios > Boquilhas > Para Saxofones,Instrumentos Musicais,Instrumentos de Sopro,Acessórios,Chaveiros,3,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/acessorios/boquilhas/saxofones/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB278093%26applied_value_name%3DPara+Saxofones%26applied_value_order%3D1%26applied_value_results%3D3%26is_custom%3Dfalse
Instrumentos Musicais / Instrumentos de Sopro / Acessórios / Boquilhas / Outros / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Acessórios > Boquilhas > Outros,Instrumentos Musicais,Instrumentos de Sopro,Acessórios,Chaveiros,1,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/acessorios/boquilhas/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB278092%26applied_value_name%3DOutros%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Instrumentos Musicais / Instrumentos de Sopro / Acessórios / Correias / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Acessórios > Correias,Instrumentos Musicais,Instrumentos de Sopro,Acessórios,Chaveiros,1,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/acessorios/correias/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB434923%26applied_value_name%3DCorreias%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Instrumentos Musicais / Instrumentos de Sopro / Acessórios / Palhetas / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Acessórios > Palhetas,Instrumentos Musicais,Instrumentos de Sopro,Acessórios,Chaveiros,1,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/acessorios/palhetas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB434810%26applied_value_name%3DPalhetas%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Instrumentos Musicais / Instrumentos de Sopro / Acessórios / Outros / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Acessórios > Outros,Instrumentos Musicais,Instrumentos de Sopro,Acessórios,Chaveiros,2,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/acessorios/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB278058%26applied_value_name%3DOutros%26applied_value_order%3D5%26applied_value_results%3D2%26is_custom%3Dfalse
Instrumentos Musicais / Instrumentos de Sopro / Trompetes / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Trompetes,Instrumentos Musicais,Instrumentos de Sopro,Trompetes,Chaveiros,2,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/trompetes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB45639%26applied_value_name%3DTrompetes%26applied_value_order%3D8%26applied_value_results%3D2%26is_custom%3Dfalse
Instrumentos Musicais / Instrumentos de Sopro / Flautas / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Flautas,Instrumentos Musicais,Instrumentos de Sopro,Flautas,Chaveiros,3,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/flautas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB4612%26applied_value_name%3DFlautas%26applied_value_order%3D5%26applied_value_results%3D3%26is_custom%3Dfalse
Instrumentos Musicais / Instrumentos de Sopro / Clarinetes / Chaveiros,Instrumentos Musicais > Instrumentos de Sopro > Clarinetes,Instrumentos Musicais,Instrumentos de Sopro,Clarinetes,Chaveiros,2,https://lista.mercadolivre.com.br/instrumentos-musicais/instrumentos-sopro/clarinetes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB6812%26applied_value_name%3DClarinetes%26applied_value_order%3D4%26applied_value_results%3D2%26is_custom%3Dfalse
Instrumentos Musicais / Microfones e Amplificadores / Amplificadores / Chaveiros,Instrumentos Musicais > Microfones e Amplificadores > Amplificadores,Instrumentos Musicais,Microfones e Amplificadores,Amplificadores,Chaveiros,2,https://lista.mercadolivre.com.br/instrumentos-musicais/microfones-amplificadores/amplificadores/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB45248%26applied_value_name%3DAmplificadores%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Instrumentos Musicais / Microfones e Amplificadores / Pés de Microfone / Chaveiros,Instrumentos Musicais > Microfones e Amplificadores > Pés de Microfone,Instrumentos Musicais,Microfones e Amplificadores,Pés de Microfone,Chaveiros,2,https://lista.mercadolivre.com.br/instrumentos-musicais/microfones-amplificadores/pes-microfone/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB49488%26applied_value_name%3DP%C3%A9s+de+Microfone%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
"Calçados, Roupas e Bolsas / Malas e Bolsas / Pastas Executivas / Chaveiros","Calçados, Roupas e Bolsas > Malas e Bolsas > Pastas Executivas","Calçados, Roupas e Bolsas",Malas e Bolsas,Pastas Executivas,Chaveiros,4,https://lista.mercadolivre.com.br/malas-e-bolsas-pastas-executivas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB28144%26applied_value_name%3DPastas+Executivas%26applied_value_order%3D10%26applied_value_results%3D14%26is_custom%3Dfalse
"Calçados, Roupas e Bolsas / Malas e Bolsas / Bagagem e Acessórios de Viagem / Acessórios de Viagem / Cadeados para Maletas / Chaveiros","Calçados, Roupas e Bolsas > Malas e Bolsas > Bagagem e Acessórios de Viagem > Acessórios de Viagem > Cadeados para Maletas","Calçados, Roupas e Bolsas",Malas e Bolsas,Bagagem e Acessórios de Viagem,Chaveiros,8,https://lista.mercadolivre.com.br/calcados-roupas-bolsas/malas-bolsas/bagagem-acessorios-viagem/acessorios-viage/cadeados-maletas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB437761%26applied_value_name%3DCadeados+para+Maletas%26applied_value_order%3D3%26applied_value_results%3D8%26is_custom%3Dfalse
"Calçados, Roupas e Bolsas / Malas e Bolsas / Bagagem e Acessórios de Viagem / Acessórios de Viagem / Almofadas de Viagem / Chaveiros","Calçados, Roupas e Bolsas > Malas e Bolsas > Bagagem e Acessórios de Viagem > Acessórios de Viagem > Almofadas de Viagem","Calçados, Roupas e Bolsas",Malas e Bolsas,Bagagem e Acessórios de Viagem,Chaveiros,6,https://lista.mercadolivre.com.br/calcados-roupas-bolsas/malas-bolsas/bagagem-acessorios-viagem/acessorios-viage/almofadas-viagem/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB432001%26applied_value_name%3DAlmofadas+de+Viagem%26applied_value_order%3D1%26applied_value_results%3D6%26is_custom%3Dfalse
"Calçados, Roupas e Bolsas / Malas e Bolsas / Bagagem e Acessórios de Viagem / Acessórios de Viagem / Balanças para Malas / Chaveiros","Calçados, Roupas e Bolsas > Malas e Bolsas > Bagagem e Acessórios de Viagem > Acessórios de Viagem > Balanças para Malas","Calçados, Roupas e Bolsas",Malas e Bolsas,Bagagem e Acessórios de Viagem,Chaveiros,3,https://lista.mercadolivre.com.br/calcados-roupas-bolsas/malas-bolsas/bagagem-acessorios-viagem/acessorios-viage/balancas-malas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB271154%26applied_value_name%3DBalan%C3%A7as+para+Malas%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Farmácia / Chaveiros,Beleza e Cuidado Pessoal > Farmácia,Beleza e Cuidado Pessoal,Farmácia,,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/farmacia/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB431646%26applied_value_name%3DFarm%C3%A1cia%26applied_value_order%3D7%26applied_value_results%3D2%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Porta Esmaltes / Anéis / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Porta Esmaltes > Anéis,Beleza e Cuidado Pessoal,Manicure e Pedicure,Porta Esmaltes,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/porta-esmaltes/aneis/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB271181%26applied_value_name%3DAn%C3%A9is%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Porta Esmaltes / Prateleiras para Esmaltes / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Porta Esmaltes > Prateleiras para Esmaltes,Beleza e Cuidado Pessoal,Manicure e Pedicure,Porta Esmaltes,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/porta-esmaltes/prateleiras-esmaltes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB277793%26applied_value_name%3DPrateleiras+para+Esmaltes%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Mãos para Treino / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Mãos para Treino,Beleza e Cuidado Pessoal,Manicure e Pedicure,Mãos para Treino,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/maos-treino/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB277408%26applied_value_name%3DM%C3%A3os+para+Treino%26applied_value_order%3D5%26applied_value_results%3D1%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Outros / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Outros,Beleza e Cuidado Pessoal,Manicure e Pedicure,Outros,Chaveiros,2,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB29945%26applied_value_name%3DOutros%26applied_value_order%3D8%26applied_value_results%3D2%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Instrumentos / Lixas de Unhas / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Instrumentos > Lixas de Unhas,Beleza e Cuidado Pessoal,Manicure e Pedicure,Instrumentos,Chaveiros,7,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/instrumentos-manicure/lixas-unhas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB196490%26applied_value_name%3DLixas+de+Unhas%26applied_value_order%3D4%26applied_value_results%3D7%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Instrumentos / Lixadeiras / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Instrumentos > Lixadeiras,Beleza e Cuidado Pessoal,Manicure e Pedicure,Instrumentos,Chaveiros,2,https://lista.mercadolivre.com.br/manicure-e-pedicure-instrumentos-lixadeiras/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB278231%26applied_value_name%3DLixadeiras%26applied_value_order%3D3%26applied_value_results%3D2%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Decoração de Unhas / Placas de Carimbo para Unhas / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Decoração de Unhas > Placas de Carimbo para Unhas,Beleza e Cuidado Pessoal,Manicure e Pedicure,Decoração de Unhas,Chaveiros,2,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/decoracao-unhas/placas-carimbo-unhas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB277443%26applied_value_name%3DPlacas+de+Carimbo+para+Unhas%26applied_value_order%3D3%26applied_value_results%3D2%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Decoração de Unhas / Adesivos de Unhas / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Decoração de Unhas > Adesivos de Unhas,Beleza e Cuidado Pessoal,Manicure e Pedicure,Decoração de Unhas,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/decoracao-unhas/adesivos-unhas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB196801%26applied_value_name%3DAdesivos+de+Unhas%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Esmaltes para Unhas / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Esmaltes para Unhas,Beleza e Cuidado Pessoal,Manicure e Pedicure,Esmaltes para Unhas,Chaveiros,9,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/esmaltes-unhas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB196799%26applied_value_name%3DEsmaltes+para+Unhas%26applied_value_order%3D3%26applied_value_results%3D9%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Unhas Esculpidas / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Unhas Esculpidas,Beleza e Cuidado Pessoal,Manicure e Pedicure,Unhas Esculpidas,Chaveiros,5,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/unhas-esculpidas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB418977%26applied_value_name%3DUnhas+Esculpidas%26applied_value_order%3D7%26applied_value_results%3D5%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Manicure e Pedicure / Chinelos Descartáveis / Chaveiros,Beleza e Cuidado Pessoal > Manicure e Pedicure > Chinelos Descartáveis,Beleza e Cuidado Pessoal,Manicure e Pedicure,Chinelos Descartáveis,Chaveiros,3,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/manicure-pedicure/chinelos-descartaveis/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB277588%26applied_value_name%3DChinelos+Descart%C3%A1veis%26applied_value_order%3D1%26applied_value_results%3D3%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Tratamentos de Beleza / Aparelhos de Cosmetologia / Chaveiros,Beleza e Cuidado Pessoal > Tratamentos de Beleza > Aparelhos de Cosmetologia,Beleza e Cuidado Pessoal,Tratamentos de Beleza,Aparelhos de Cosmetologia,Chaveiros,3,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/tratamentos-beleza/aparelhos-cosmetologia/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB455802%26applied_value_name%3DAparelhos+de+Cosmetologia%26applied_value_order%3D1%26applied_value_results%3D3%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Tratamentos de Beleza / Aumentadores de Lábios / Batons e Géis / Chaveiros,Beleza e Cuidado Pessoal > Tratamentos de Beleza > Aumentadores de Lábios > Batons e Géis,Beleza e Cuidado Pessoal,Tratamentos de Beleza,Aumentadores de Lábios,Chaveiros,2,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/tratamentos-beleza/aumentadores-labio/batons-geis/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB425048%26applied_value_name%3DBatons+e+G%C3%A9is%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Tratamentos de Beleza / Aumentadores de Lábios / Aparelhos Aumentadores / Chaveiros,Beleza e Cuidado Pessoal > Tratamentos de Beleza > Aumentadores de Lábios > Aparelhos Aumentadores,Beleza e Cuidado Pessoal,Tratamentos de Beleza,Aumentadores de Lábios,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/tratamentos-beleza/aumentadores-labio/aparelhos-aumentadores/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB277674%26applied_value_name%3DAparelhos+Aumentadores%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Tratamentos de Beleza / Outros / Chaveiros,Beleza e Cuidado Pessoal > Tratamentos de Beleza > Outros,Beleza e Cuidado Pessoal,Tratamentos de Beleza,Outros,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/tratamentos-beleza/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB278195%26applied_value_name%3DOutros%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Perfumes / Chaveiros,Beleza e Cuidado Pessoal > Perfumes,Beleza e Cuidado Pessoal,Perfumes,,Chaveiros,5,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/perfumes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB6284%26applied_value_name%3DPerfumes%26applied_value_order%3D11%26applied_value_results%3D6%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Artigos para Cabeleireiros / Acessórios para Cabeleireiros / Escovas / Chaveiros,Beleza e Cuidado Pessoal > Artigos para Cabeleireiros > Acessórios para Cabeleireiros > Escovas,Beleza e Cuidado Pessoal,Artigos para Cabeleireiros,Acessórios para Cabeleireiros,Chaveiros,3,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/artigos-cabeleireiros/acessorios-cabeleireiros/escovas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB44081%26applied_value_name%3DEscovas%26applied_value_order%3D3%26applied_value_results%3D3%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Artigos para Cabeleireiros / Acessórios para Cabeleireiros / Tesouras / Chaveiros,Beleza e Cuidado Pessoal > Artigos para Cabeleireiros > Acessórios para Cabeleireiros > Tesouras,Beleza e Cuidado Pessoal,Artigos para Cabeleireiros,Acessórios para Cabeleireiros,Chaveiros,3,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/artigos-cabeleireiros/acessorios-cabeleireiros/tesouras/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB169505%26applied_value_name%3DTesouras%26applied_value_order%3D5%26applied_value_results%3D3%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Artigos para Cabeleireiros / Acessórios para Cabeleireiros / Cabeças de Boneca / Chaveiros,Beleza e Cuidado Pessoal > Artigos para Cabeleireiros > Acessórios para Cabeleireiros > Cabeças de Boneca,Beleza e Cuidado Pessoal,Artigos para Cabeleireiros,Acessórios para Cabeleireiros,Chaveiros,1,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/artigos-cabeleireiros/acessorios-cabeleireiros/cabecas-boneca/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB269666%26applied_value_name%3DCabe%C3%A7as+de+Boneca%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Artigos para Cabeleireiros / Perucas e Apliques / Chaveiros,Beleza e Cuidado Pessoal > Artigos para Cabeleireiros > Perucas e Apliques,Beleza e Cuidado Pessoal,Artigos para Cabeleireiros,Perucas e Apliques,Chaveiros,6,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/artigos-cabeleireiros/perucas-apliques/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB5398%26applied_value_name%3DPerucas+e+Apliques%26applied_value_order%3D2%26applied_value_results%3D6%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Barbearia / Pentes Alinhadores de Barbas / Chaveiros,Beleza e Cuidado Pessoal > Barbearia > Pentes Alinhadores de Barbas,Beleza e Cuidado Pessoal,Barbearia,Pentes Alinhadores de Barbas,Chaveiros,4,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/barbearia/pentes-alinhadores-barbas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB277350%26applied_value_name%3DPentes+Alinhadores+de+Barbas%26applied_value_order%3D3%26applied_value_results%3D4%26is_custom%3Dfalse
Beleza e Cuidado Pessoal / Cuidados com o Cabelo / Chaveiros,Beleza e Cuidado Pessoal > Cuidados com o Cabelo,Beleza e Cuidado Pessoal,Cuidados com o Cabelo,,Chaveiros,7,https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/cuidados-cabelo/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB1263%26applied_value_name%3DCuidados+com+o+Cabelo%26applied_value_order%3D5%26applied_value_results%3D7%26is_custom%3Dfalse
Festas e Lembrancinhas / Decoração de Festa / Balões e Acessórios / Balões / Chaveiros,Festas e Lembrancinhas > Decoração de Festa > Balões e Acessórios > Balões,Festas e Lembrancinhas,Decoração de Festa,Balões e Acessórios,Chaveiros,9,https://lista.mercadolivre.com.br/festas-lembrancinhas/decoracao-festa/baloes-acessorios/baloes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB74678%26applied_value_name%3DBal%C3%B5es%26applied_value_order%3D1%26applied_value_results%3D9%26is_custom%3Dfalse
Festas e Lembrancinhas / Decoração de Festa / Outros / Chaveiros,Festas e Lembrancinhas > Decoração de Festa > Outros,Festas e Lembrancinhas,Decoração de Festa,Outros,Chaveiros,7,https://lista.mercadolivre.com.br/festas-lembrancinhas/decoracao-festa/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D5%26applied_value_id%3DMLB256817%26applied_value_name%3DOutros%26applied_value_order%3D6%26applied_value_results%3D9%26is_custom%3Dfalse
Festas e Lembrancinhas / Decoração de Festa / Mesa de Doces e Confeitaria / Topos de Bolo / Chaveiros,Festas e Lembrancinhas > Decoração de Festa > Mesa de Doces e Confeitaria > Topos de Bolo,Festas e Lembrancinhas,Decoração de Festa,Mesa de Doces e Confeitaria,Chaveiros,6,https://lista.mercadolivre.com.br/festas-lembrancinhas/decoracao-festa/mesa-doces-confeitaria/topos-bolo/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB260318%26applied_value_name%3DTopos+de+Bolo%26applied_value_order%3D1%26applied_value_results%3D17%26is_custom%3Dfalse
Acessórios para Veículos / Tuning / Adesivos e Stickers / Outros / Chaveiros,Acessórios para Veículos > Tuning > Adesivos e Stickers > Outros,Acessórios para Veículos,Tuning,Adesivos e Stickers,Chaveiros,1,https://lista.mercadolivre.com.br/acessorios-veiculos/tuning/adesivos-stickers/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB260631%26applied_value_name%3DOutros%26applied_value_order%3D5%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Tuning / Adesivos e Stickers / Adesivos Preto Fosco / Chaveiros,Acessórios para Veículos > Tuning > Adesivos e Stickers > Adesivos Preto Fosco,Acessórios para Veículos,Tuning,Adesivos e Stickers,Chaveiros,10,https://lista.mercadolivre.com.br/acessorios-veiculos/tuning/adesivos-stickers/preto-fosco/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB260632%26applied_value_name%3DAdesivos+Preto+Fosco%26applied_value_order%3D2%26applied_value_results%3D10%26is_custom%3Dfalse
Acessórios para Veículos / Tuning / Adesivos e Stickers / Adesivos de Fibra De Carbono / Chaveiros,Acessórios para Veículos > Tuning > Adesivos e Stickers > Adesivos de Fibra De Carbono,Acessórios para Veículos,Tuning,Adesivos e Stickers,Chaveiros,8,https://lista.mercadolivre.com.br/acessorios-veiculos/tuning/adesivos-stickers/fibra-carbono/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB260630%26applied_value_name%3DAdesivos+de+Fibra+De+Carbono%26applied_value_order%3D1%26applied_value_results%3D8%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Sensores / Sensor de Posição / Chaveiros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Injeção > Sensores > Sensor de Posição,Acessórios para Veículos,Peças de Carros e Caminhonetes,Injeção,Chaveiros,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/injecao/sensores/sensor-posicao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB192363%26applied_value_name%3DSensor+de+Posi%C3%A7%C3%A3o%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
